ori_word,clean_word,cat_ids
moodi*,moodi,"[125, 127]"
moods,moods,[125]
moody,moody,"[125, 127]"
mop,mop,[357]
moral,moral,[359]
morality,morality,[359]
morals,morals,[359]
more,more,"[1, 20]"
morgue*,morgue,[360]
mormon*,mormon,[359]
morning*,morning,"[253, 250]"
moron*,moron,"[125, 127, 129]"
mortal*,mortal,[360]
mortg*,mortg,"[357, 358]"
mortician*,mortician,[360]
mosque*,mosque,[359]
most,most,"[1, 20, 131, 135]"
mostly,mostly,"[1, 16, 131, 135]"
motel*,motel,[356]
mother,mother,"[121, 122]"
motherf*,motherf,[22]
motherly,motherly,[121]
mothers,mothers,"[121, 122]"
motion*,motion,"[251, 250]"
motiv*,motiv,"[131, 132, 133, 354, 355]"
mourn*,mourn,"[125, 127, 130, 360]"
mouth*,mouth,"[146, 147]"
move,move,"[251, 250]"
moved,moved,"[11, 13, 251, 250]"
movement*,movement,"[251, 250]"
mover*,mover,"[251, 250]"
moves,moves,"[251, 250]"
movie*,movie,[356]
moving,moving,"[251, 250]"
mr,mr,"[121, 124]"
mri,mri,"[146, 148]"
mrs,mrs,"[121, 124]"
mtv*,mtv,[356]
much,much,"[1, 20]"
mucho,mucho,"[1, 20]"
mucous*,mucous,"[146, 147]"
muhamm*,muhamm,[359]
mujahid*,mujahid,[359]
mum,mum,"[121, 122]"
mummy*,mummy,"[121, 122]"
mums,mums,"[121, 122]"
mum's,mum's,"[121, 122]"
murder*,murder,"[125, 127, 129, 360]"
muscle*,muscle,"[146, 147]"
muscular,muscular,"[146, 147]"
museum*,museum,[356]
musi*,musi,"[356, 359, 140, 142]"
must,must,"[11, 1, 12, 15, 131, 134]"
mustnt,mustnt,"[11, 1, 12, 15, 19, 131]"
must'nt,must'nt,"[11, 1, 12, 15, 19, 131]"
mustn't,mustn't,"[11, 1, 12, 15, 19, 131]"
mustve,mustve,"[11, 1, 12, 13, 15, 131]"
must've,must've,"[11, 1, 12, 13, 15, 131]"
my,my,"[1, 2, 3, 4]"
myopi*,myopi,"[146, 148]"
myself,myself,"[1, 2, 3, 4]"
myster*,myster,"[131, 135]"
nag*,nag,"[125, 127, 129]"
naked,naked,"[146, 147, 149]"
name,name,"[121, 131]"
nap,nap,[356]
naps,naps,[356]
narrow*,narrow,"[252, 250]"
nasal,nasal,"[146, 147, 140]"
nast*,nast,"[125, 127, 129]"
nation*,nation,"[250, 252]"
nause*,nause,"[146, 148]"
near,near,"[1, 17, 252, 250]"
neared,neared,"[252, 250]"
nearer,nearer,"[252, 250]"
nearest,nearest,"[252, 250]"
nearing,nearing,"[252, 250]"
nearly,nearly,"[1, 16, 131, 135]"
nears,nears,"[252, 250]"
nearsighted,nearsighted,"[146, 148]"
neat*,neat,"[125, 126]"
necessar*,necessar,"[131, 136]"
neck,neck,"[146, 147]"
need,need,"[11, 14, 131, 134]"
needed,needed,"[11, 13, 131, 134]"
needing,needing,"[131, 134]"
neednt,neednt,"[1, 19, 131, 134]"
need'nt,need'nt,"[1, 19, 131, 134]"
needn't,needn't,"[1, 19, 131, 134]"
needs,needs,"[11, 14, 131, 134]"
needy,needy,"[125, 127]"
negat*,negat,"[1, 19]"
neglect*,neglect,"[125, 127, 130, 131, 137]"
negotiat*,negotiat,"[121, 354]"
neighbor*,neighbor,"[121, 123, 357]"
neighbour*,neighbour,"[121, 123]"
neither,neither,"[1, 19, 20]"
nephew*,nephew,"[121, 122]"
nerd*,nerd,"[125, 127]"
nerve*,nerve,"[146, 147]"
nervous*,nervous,"[125, 127, 128]"
netflix,netflix,[356]
neural*,neural,"[146, 147]"
neurolog*,neurolog,"[146, 148]"
neuron*,neuron,"[146, 147]"
neurotic*,neurotic,"[125, 127, 128]"
never,never,"[1, 19, 131, 136, 253, 250]"
new,new,"[253, 250]"
newborn*,newborn,"[121, 124]"
newer,newer,"[253, 250]"
newest,newest,"[253, 250]"
newly,newly,"[253, 250]"
news,news,[131]
next,next,"[253, 250]"
ngo,ngo,[354]
nice*,nice,"[125, 126]"
nickel*,nickel,[358]
niece*,niece,"[121, 122]"
nigger*,nigger,[22]
night,night,"[253, 250]"
nightly,nightly,"[253, 250]"
nights,nights,"[253, 250]"
nine*,nine,"[1, 21]"
nintendo*,nintendo,[356]
nipple*,nipple,"[146, 147, 149]"
no,no,"[1, 19]"
nobod*,nobod,"[1, 2, 9, 19]"
noise,noise,"[140, 142]"
noises,noises,"[140, 142]"
noisy,noisy,"[140, 142]"
none,none,"[1, 19, 20]"
nonprofit*,nonprofit,[354]
noon*,noon,"[253, 250]"
nope,nope,"[1, 19]"
nor,nor,"[1, 18, 19]"
normal,normal,"[131, 131, 134]"
north*,north,"[252, 250]"
nose*,nose,"[146, 147, 140]"
nostril*,nostril,"[140, 146, 147]"
not,not,"[1, 19, 131, 139]"
nothing,nothing,"[1, 19]"
notice*,notice,"[131, 132]"
noticing,noticing,"[131, 132]"
novel,novel,[356]
novels,novels,[356]
november,november,"[253, 250]"
now,now,"[1, 16, 253, 250]"
nowhere,nowhere,"[1, 19, 252, 250]"
nude*,nude,"[146, 147, 149]"
nudi*,nudi,"[146, 147]"
numb,numb,"[125, 127, 146, 148]"
nun,nun,[359]
nuns,nuns,[359]
nurse*,nurse,"[146, 148]"
nurtur*,nurtur,"[125, 126]"
nutrition*,nutrition,"[146, 148]"
obedien*,obedien,"[131, 133]"
obes*,obes,"[146, 148, 150]"
obey*,obey,"[131, 133]"
obit*,obit,[360]
obnoxious*,obnoxious,"[125, 127, 129]"
obscur*,obscur,"[131, 135]"
obsess*,obsess,"[125, 127, 128]"
obstac*,obstac,"[131, 137]"
obtain*,obtain,[355]
obvious*,obvious,"[131, 136]"
occasional*,occasional,"[131, 135, 253, 250]"
occupa*,occupa,[354]
ocd,ocd,"[146, 148]"
oclock*,oclock,"[253, 250]"
o'clock*,o'clock,"[253, 250]"
october,october,"[253, 250]"
od,od,[360]
oded,oded,[360]
odor*,odor,[140]
odour*,odour,[140]
of,of,"[1, 17]"
off,off,"[1, 17, 252, 250]"
offence*,offence,"[125, 127, 129]"
offend*,offend,"[125, 127, 129]"
offens*,offens,"[125, 127, 129]"
offer*,offer,[121]
office*,office,[354]
often,often,"[1, 16, 131, 135]"
oh,oh,[462]
ohwell,ohwell,[464]
oil*,oil,[140]
ok,ok,"[125, 126, 462]"
okay,okay,"[125, 126, 462]"
okays,okays,"[125, 126]"
okey*,okey,[462]
oks,oks,"[125, 126]"
old,old,"[253, 250]"
olden,olden,"[253, 250]"
older,older,"[253, 250]"
oldest,oldest,"[253, 250]"
on,on,"[1, 17, 252, 250]"
once,once,"[1, 21, 253, 250]"
one,one,"[1, 21]"
ones,ones,"[1, 20]"
oneself,oneself,"[1, 2, 3, 7]"
only,only,"[1, 16]"
onto,onto,"[1, 17, 252, 250]"
open,open,"[131, 138, 252, 250]"
opened,opened,"[250, 252]"
opening*,opening,"[252, 250]"
openminded*,openminded,"[125, 126]"
openness,openness,"[125, 126]"
opera*,opera,[356]
opinion,opinion,"[131, 135]"
opport*,opport,"[125, 126, 355]"
oppos*,oppos,"[131, 137]"
optimal*,optimal,"[125, 126]"
optimi*,optimi,"[125, 126]"
option,option,"[131, 135]"
optometr*,optometr,"[146, 148]"
or,or,"[1, 18, 131, 135, 139]"
orange*,orange,"[140, 141]"
oranything*,oranything,[464]
orchestra,orchestra,[356]
order,order,[250]
org,org,[354]
organiz*,organiz,"[121, 131, 354, 355]"
orgasm*,orgasm,"[146, 147, 149]"
orgies,orgies,"[146, 149]"
orgy,orgy,"[146, 149]"
origin,origin,"[131, 133, 253, 250]"
original,original,"[125, 126]"
originat*,originat,"[131, 133, 355]"
origins,origins,"[131, 133]"
orsomething*,orsomething,[464]
orthodon*,orthodon,"[146, 148]"
orthodox*,orthodox,[359]
orthoped*,orthoped,"[146, 148]"
orwhatever*,orwhatever,[464]
other,other,"[1, 2, 9]"
others,others,"[1, 2, 9]"
otherwise,otherwise,"[1, 18]"
ought,ought,"[11, 1, 12, 15, 131, 134]"
oughta,oughta,"[11, 1, 12, 15, 131, 134]"
oughtnt,oughtnt,"[11, 1, 12, 15, 19, 131]"
ought'nt,ought'nt,"[11, 1, 12, 15, 19, 131]"
oughtn't,oughtn't,"[11, 1, 12, 15, 19, 131]"
oughtve,oughtve,"[11, 1, 12, 15, 131, 134]"
ought've,ought've,"[11, 1, 12, 15, 131, 134]"
our,our,"[1, 2, 3, 5, 121]"
ours,ours,"[1, 2, 3, 5, 121]"
ourselves,ourselves,"[1, 2, 3, 5, 121]"
out,out,"[1, 17, 131, 138, 252, 250]"
outcome*,outcome,"[131, 133, 355]"
outer*,outer,"[252, 250]"
outgoing,outgoing,"[125, 126]"
outlin*,outlin,[354]
outrag*,outrag,"[125, 127, 129]"
outside,outside,"[1, 17, 252, 250]"
outsider*,outsider,[121]
outsides,outsides,"[252, 250]"
outsourc*,outsourc,[354]
outstanding,outstanding,"[131, 134]"
outward*,outward,"[252, 250]"
ovar*,ovar,"[146, 147, 149]"
oven*,oven,[357]
over,over,"[1, 17, 252, 250]"
overall,overall,"[131, 135]"
overate,overate,"[146, 150]"
overcome,overcome,[355]
overconfiden*,overconfiden,[355]
overdosed,overdosed,[360]
overeat*,overeat,"[146, 150]"
overflow*,overflow,"[252, 250]"
overhear*,overhear,[121]
overlap*,overlap,"[252, 250]"
overpaid,overpaid,"[354, 358]"
overtak*,overtak,[355]
overtime,overtime,"[354, 358]"
overweight,overweight,"[146, 148, 150]"
overwhelm*,overwhelm,"[125, 127, 128, 130]"
overworked,overworked,[354]
owe,owe,"[11, 14, 358]"
owed,owed,"[11, 13, 358]"
owes,owes,"[11, 14, 358]"
owing,owing,[358]
own,own,"[1, 20]"
owner*,owner,[121]
pa,pa,"[121, 122]"
pagan*,pagan,[359]
page,page,[20]
paid,paid,"[11, 13, 358]"
pain,pain,"[125, 127, 146, 148]"
pained,pained,"[125, 127, 146, 148]"
painf*,painf,"[125, 127, 146, 148]"
paining,paining,"[125, 127, 146, 148]"
painl*,painl,"[125, 126, 146, 148]"
pains,pains,"[125, 127, 146, 148]"
pal,pal,"[121, 123]"
palatabl*,palatabl,"[140, 125, 126]"
pallbearer*,pallbearer,[360]
palm,palm,"[146, 147]"
palms,palms,"[146, 147]"
pals,pals,"[121, 123]"
panic*,panic,"[125, 127, 128]"
pap,pap,"[146, 148]"
paper*,paper,[354]
pappy,pappy,"[121, 122]"
paradise,paradise,"[125, 126, 359]"
paraly*,paraly,"[146, 148]"
paranoi*,paranoi,"[125, 127, 129]"
parent*,parent,"[121, 122]"
parks,parks,[356]
part,part,"[1, 20]"
participant*,participant,"[121, 124]"
participat*,participat,[121]
partie*,partie,"[121, 125, 126, 356]"
partly,partly,"[1, 20, 131, 135]"
partner*,partner,"[121, 123, 124]"
party*,party,"[121, 125, 126, 356]"
pa's,pa's,"[121, 122]"
pass,pass,"[251, 250]"
passed,passed,"[251, 250]"
passes,passes,"[251, 250]"
passing,passing,"[251, 250]"
passion*,passion,"[125, 126, 146, 149]"
passover,passover,[359]
past,past,"[253, 250]"
pasta*,pasta,"[146, 150]"
pastor*,pastor,[359]
pathetic*,pathetic,"[125, 127, 130]"
patholog*,patholog,"[146, 148]"
patio*,patio,[357]
pay*,pay,"[354, 358]"
pc*,pc,[354]
peace*,peace,"[125, 126]"
peculiar*,peculiar,"[125, 127]"
pediatr*,pediatr,"[146, 148]"
pee,pee,"[146, 147]"
pelvi*,pelvi,"[146, 147]"
pen,pen,[354]
penance,penance,[359]
pence,pence,[358]
pencil*,pencil,[354]
penis*,penis,"[146, 147, 149]"
pennies,pennies,[358]
penny,penny,[358]
pens,pens,[354]
pension*,pension,[354]
pentecost*,pentecost,[359]
people*,people,"[121, 124]"
perceiv*,perceiv,"[131, 132]"
percent,percent,[20]
percept*,percept,"[131, 132]"
perfect*,perfect,"[125, 126, 131, 136, 355]"
perform*,perform,[355]
perfum*,perfum,[140]
perhaps,perhaps,"[1, 16, 131, 135]"
period*,period,"[253, 250]"
permit*,permit,"[131, 133]"
perpetual*,perpetual,"[253, 250]"
persever*,persever,[355]
persist*,persist,[355]
person,person,"[121, 124]"
personal,personal,"[125, 121]"
persons,persons,"[121, 124]"
person's,person's,"[121, 124]"
perspir*,perspir,"[146, 147]"
persua*,persua,[121]
perver*,perver,"[125, 127, 146, 149]"
peso,peso,[358]
pesos,pesos,[358]
pessimis*,pessimis,"[125, 127, 130]"
pet,pet,[357]
petrif*,petrif,"[125, 127, 128]"
pets,pets,[357]
pettie*,pettie,"[125, 127, 129]"
petty*,petty,"[125, 127, 129]"
pew,pew,[359]
pews,pews,[359]
pharmac*,pharmac,"[146, 148]"
phd*,phd,[354]
phobi*,phobi,"[125, 127, 128, 146, 148]"
phone*,phone,[121]
phoning,phoning,[121]
photocop*,photocop,[354]
physical*,physical,"[146, 148]"
physician*,physician,"[146, 148]"
pick,pick,"[131, 133]"
picture,picture,"[140, 141]"
piec*,piec,"[1, 20]"
piety,piety,[359]
pilgrim*,pilgrim,[359]
pill,pill,"[146, 148]"
pillow*,pillow,[357]
pills,pills,"[146, 148]"
pimple*,pimple,"[146, 148]"
pink*,pink,"[140, 141]"
pious,pious,[359]
piss*,piss,"[125, 127, 129, 146, 147, 22]"
pitcher*,pitcher,[356]
piti*,piti,"[125, 127, 130]"
pity*,pity,"[125, 127, 130]"
pizza*,pizza,"[146, 150]"
place*,place,"[252, 250]"
placing*,placing,"[252, 250]"
plague*,plague,[360]
plan,plan,[355]
planned,planned,[355]
planner*,planner,[355]
planning,planning,[355]
plans,plans,[355]
platform*,platform,"[252, 250]"
play,play,"[125, 126, 356]"
played,played,"[11, 13, 125, 126, 356]"
playful*,playful,"[125, 126, 356]"
playing,playing,"[125, 126, 356]"
plays,plays,"[125, 126, 356]"
playstation*,playstation,[356]
pleasant*,pleasant,"[125, 126]"
please*,please,"[125, 126]"
pleasing,pleasing,"[125, 126]"
pleasur*,pleasur,"[125, 126]"
pledg*,pledg,[354]
plenty,plenty,"[1, 20]"
plus,plus,"[1, 17, 18, 131, 138]"
pms,pms,"[146, 148]"
podiatr*,podiatr,"[146, 148]"
poetry,poetry,[356]
point,point,"[250, 252]"
poison*,poison,"[125, 127, 129, 146, 148]"
poker,poker,[356]
police,police,[354]
policy,policy,[354]
political,political,[354]
politics,politics,[354]
ponder*,ponder,"[131, 132]"
pool*,pool,[356]
poop*,poop,"[146, 147]"
poor*,poor,[358]
pope*,pope,[359]
popular*,popular,"[125, 126]"
porch,porch,[357]
porn*,porn,"[146, 149]"
portfolio*,portfolio,[358]
portion,portion,[20]
position*,position,"[252, 250]"
positiv*,positiv,"[125, 126, 131, 136]"
possib*,possib,"[131, 135]"
post,post,[250]
potential*,potential,[355]
poverty*,poverty,[358]
power*,power,[355]
practically,practically,"[131, 135]"
practice,practice,"[354, 355]"
prais*,prais,"[121, 125, 126, 355, 359]"
pray*,pray,[359]
preach*,preach,[359]
preced*,preced,"[253, 250]"
precious*,precious,"[125, 126]"
precis*,precis,"[131, 136]"
prefer*,prefer,"[131, 132, 134]"
pregnan*,pregnan,"[146, 148, 149]"
prejudic*,prejudic,"[125, 127, 129]"
prereq*,prereq,[354]
presbyterian*,presbyterian,[359]
prescri*,prescri,"[146, 148]"
present,present,"[253, 250]"
presentation*,presentation,[354]
presently,presently,"[253, 250]"
presiden*,presiden,"[354, 355]"
press,press,"[140, 143]"
pressed,pressed,"[140, 143]"
presser*,presser,"[140, 143]"
presses,presses,"[140, 143]"
pressur*,pressur,"[125, 127, 128]"
presum*,presum,"[131, 132]"
pretend*,pretend,[356]
prettie*,prettie,"[125, 126]"
pretty,pretty,"[125, 126, 131, 135]"
prevent*,prevent,"[131, 137]"
price*,price,[358]
prici*,prici,[358]
prick*,prick,"[125, 127, 129, 146, 147, 22]"
pride,pride,"[125, 126, 355]"
priest*,priest,[359]
primarily,primarily,"[1, 16]"
prior,prior,"[250, 253]"
private,private,[121]
privileg*,privileg,"[125, 126]"
prize*,prize,"[125, 126, 355]"
probable,probable,"[131, 135]"
probablistic*,probablistic,"[131, 135]"
probably,probably,"[1, 16, 131, 135]"
problem*,problem,"[125, 127, 131, 134]"
proceed*,proceed,"[253, 250]"
procrastin*,procrastin,[354]
produc*,produc,"[131, 133, 354, 355]"
prof,prof,[354]
profession*,profession,[354]
professor*,professor,[354]
proficien*,proficien,[355]
profit*,profit,"[125, 126, 354, 358]"
profs,profs,[354]
prognos*,prognos,"[146, 148]"
program*,program,[354]
progress,progress,[355]
prohib*,prohib,"[131, 137]"
project,project,[354]
projector*,projector,[354]
projects,projects,[354]
prom,prom,[354]
promis*,promis,"[125, 126]"
promot*,promot,"[354, 355]"
proof,proof,"[131, 136]"
prophe*,prophe,[359]
prostat*,prostat,"[146, 147, 149]"
prostitu*,prostitu,"[146, 149]"
protect*,protect,[137]
protest,protest,"[125, 127, 129]"
protestant*,protestant,[359]
protested,protested,"[125, 127, 129]"
protesting,protesting,"[125, 127, 129]"
proud*,proud,"[125, 126, 355]"
prove*,prove,"[131, 132, 136]"
provide,provide,[121]
proving,proving,"[131, 132]"
provoc*,provoc,"[131, 133]"
provok*,provok,"[131, 133]"
prozac,prozac,"[146, 148]"
prude,prude,"[131, 137, 146, 149]"
prudes,prudes,"[131, 137, 146, 149]"
prudish*,prudish,"[131, 137, 146, 149]"
psalm*,psalm,[359]
psych,psych,[354]
psychol*,psychol,[354]
pub,pub,[356]
pubic,pubic,"[146, 149]"
public,public,[121]
publish,publish,[354]
pubs,pubs,[356]
puk*,puk,"[125, 127, 146, 148]"
pull*,pull,"[251, 250]"
pulse,pulse,"[146, 147]"
pungen*,pungen,[140]
punish*,punish,"[125, 127, 129]"
purchas*,purchas,[358]
pure*,pure,"[131, 136]"
purgator*,purgator,[359]
puritan*,puritan,[359]
purpl*,purpl,"[140, 141]"
purpose*,purpose,"[131, 133, 355]"
push*,push,"[16, 251, 250]"
puss,puss,"[146, 148]"
pussies,pussies,"[146, 147]"
pussy*,pussy,"[146, 147, 149, 22]"
put,put,"[250, 251]"
puts,puts,"[250, 251]"
putting,putting,"[250, 251]"
puzzl*,puzzl,"[131, 135]"
qualifi*,qualifi,[354]
quarter*,quarter,"[1, 21]"
queas*,queas,"[146, 148]"
queen,queen,[355]
queenly,queenly,[355]
queer*,queer,"[146, 149, 22]"
quer*,quer,"[131, 132]"
question*,question,"[121, 131, 132, 135]"
quick*,quick,"[1, 16, 253, 250]"
quiet*,quiet,"[140, 142]"
quit,quit,[355]
quite,quite,"[131, 135]"
quitt*,quitt,[355]
quiz*,quiz,[354]
quran*,quran,[359]
qur'an*,qur'an,[359]
rabbi,rabbi,[359]
rabbinical,rabbinical,[359]
rabbis,rabbis,[359]
radian*,radian,"[125, 126]"
radio*,radio,[356]
rage*,rage,"[125, 127, 129]"
raging,raging,"[125, 127, 129]"
ramadan,ramadan,[359]
ran,ran,"[11, 13, 251, 250]"
rancid*,rancid,"[140, 125, 127]"
random*,random,"[131, 135]"
rang,rang,"[140, 142]"
rank,rank,[355]
ranked,ranked,[355]
ranking,ranking,[355]
ranks,ranks,[355]
rap,rap,[356]
rape*,rape,"[125, 127, 129, 146, 149]"
raping,raping,"[125, 127, 129, 146, 149]"
rapist*,rapist,"[125, 127, 129, 146, 149]"
rarely,rarely,"[1, 16]"
rash*,rash,"[146, 147]"
rather,rather,"[1, 16, 131, 134, 139]"
rational*,rational,"[131, 132, 133]"
react*,react,"[131, 133]"
read,read,"[354, 356]"
readiness,readiness,"[125, 126]"
reading,reading,[356]
ready,ready,"[125, 126]"
real,real,"[131, 136]"
reality,reality,"[131, 136]"
realiz*,realiz,"[131, 132]"
really,really,"[1, 16, 131, 139]"
reaper*,reaper,[360]
rearrang*,rearrang,"[131, 132]"
reason*,reason,"[131, 132, 133]"
reassur*,reassur,"[121, 125, 126]"
rebate*,rebate,[358]
rebel*,rebel,"[125, 127, 129]"
recall*,recall,"[131, 132]"
receiv*,receiv,"[121, 250, 251]"
recency,recency,"[253, 250]"
recent*,recent,"[253, 250]"
recession*,recession,[358]
reckon*,reckon,"[131, 132]"
recogni*,recogni,"[131, 132]"
recollect*,recollect,"[131, 132]"
reconcil*,reconcil,"[131, 132]"
reconsider*,reconsider,"[131, 132]"
reconstruct*,reconstruct,"[131, 132]"
recording*,recording,[356]
recover*,recover,[355]
recreation*,recreation,[356]
recruit*,recruit,[354]
rectang*,rectang,"[140, 141]"
recur*,recur,"[253, 250]"
red,red,"[140, 141]"
redde*,redde,"[140, 141]"
reddish*,reddish,"[140, 141]"
redness,redness,"[140, 141]"
reds,reds,"[140, 141]"
reek*,reek,"[140, 125, 127]"
reevaluat*,reevaluat,"[131, 132]"
refer*,refer,"[131, 132]"
reflect*,reflect,"[131, 132]"
refrain*,refrain,"[131, 137]"
refund*,refund,[358]
refus*,refus,"[121, 131, 137]"
regardless,regardless,"[131, 134]"
reggae,reggae,[356]
register*,register,[354]
registra*,registra,[354]
regret*,regret,"[125, 127, 130, 131, 134]"
rehab*,rehab,"[146, 148]"
reimburs*,reimburs,[358]
rein*,rein,"[131, 137]"
reject*,reject,"[125, 127, 130]"
relate*,relate,"[131, 132]"
relating,relating,"[131, 132]"
relation,relation,"[131, 132]"
relationship*,relationship,[121]
relatives,relatives,"[121, 122]"
relax*,relax,"[125, 126, 356]"
relief,relief,"[125, 126]"
reliev*,reliev,"[125, 126]"
religio*,religio,[359]
reluctan*,reluctan,"[125, 127, 128, 131, 137]"
remaining,remaining,"[1, 20]"
rememb*,rememb,"[131, 132]"
remodel*,remodel,[357]
remorse*,remorse,"[125, 127, 130]"
remote*,remote,"[252, 250]"
remov*,remov,"[251, 250]"
renovat*,renovat,[357]
rent*,rent,"[357, 358]"
reorgani*,reorgani,"[131, 132]"
repeat*,repeat,"[253, 250]"
repetit*,repetit,"[253, 250]"
replace*,replace,"[251, 250]"
replacing,replacing,"[251, 250]"
replie*,replie,[121]
reply*,reply,[121]
report*,report,[354]
repress*,repress,"[125, 127, 128, 131, 137]"
request*,request,[121]
requir*,requir,"[131, 137, 354, 355]"
research*,research,[354]
resent*,resent,"[125, 127, 129]"
reserved,reserved,"[131, 137]"
residen*,residen,[357]
resign*,resign,"[125, 127, 130]"
resolu*,resolu,"[131, 132]"
resolv*,resolv,"[125, 126, 131, 132, 355]"
resource,resource,[354]
resourceful*,resourceful,[355]
resources,resources,[354]
resourcing,resourcing,[354]
respect,respect,"[125, 126]"
respectively,respectively,"[250, 253]"
respond*,respond,[121]
response*,response,"[131, 133]"
responsib*,responsib,"[131, 137, 354, 355]"
rest,rest,"[1, 20]"
restau*,restau,"[146, 150, 356]"
resting,resting,[356]
restless*,restless,"[125, 127, 128]"
restrain*,restrain,"[131, 137]"
restrict*,restrict,"[131, 137]"
restructur*,restructur,"[131, 132]"
result*,result,"[131, 133]"
resume,resume,[354]
retail*,retail,[358]
retain*,retain,"[131, 137]"
rethink*,rethink,"[131, 132]"
retina*,retina,"[146, 147]"
retire*,retire,[354]
retiring,retiring,[354]
return*,return,"[253, 250]"
reveal*,reveal,"[131, 132]"
revelat*,revelat,"[131, 132]"
revenge*,revenge,"[125, 127, 129]"
revenue*,revenue,[358]
review*,review,[354]
revigor*,revigor,"[125, 126]"
reward*,reward,"[125, 126, 355]"
rhetor*,rhetor,[354]
rhythm*,rhythm,"[253, 250]"
rib,rib,"[146, 147]"
ribs,ribs,"[146, 147]"
rich*,rich,"[125, 126, 358]"
ridden,ridden,"[251, 250]"
ride,ride,"[251, 250]"
rides,rides,"[251, 250]"
ridicul*,ridicul,"[125, 127, 129]"
riding,riding,"[251, 250]"
right,right,"[250, 252]"
rigid*,rigid,"[125, 127, 128, 131, 137]"
ring,ring,"[140, 142]"
ringing,ringing,"[140, 142]"
rings,rings,"[140, 142]"
rise*,rise,"[251, 250]"
rising,rising,"[251, 250]"
risk*,risk,"[125, 127, 128]"
ritalin,ritalin,"[146, 148]"
rite,rite,[359]
rites,rites,[359]
ritual*,ritual,[359]
road*,road,"[252, 250]"
rock,rock,[356]
rocks,rocks,[356]
rode,rode,"[251, 250]"
rofl,rofl,"[125, 126, 462]"
role*,role,[121]
roller*,roller,[356]
romanc*,romanc,"[125, 126]"
romantic*,romantic,"[125, 126]"
room,room,"[252, 250, 357]"
roomate*,roomate,"[121, 123, 252, 250, 357]"
roomed,roomed,"[121, 252, 250, 357]"
roomie*,roomie,"[121, 123, 252, 250, 357]"
rooming,rooming,"[121, 252, 250, 357]"
roommate*,roommate,"[121, 123, 252, 250, 357]"
rooms,rooms,"[252, 250, 357]"
root*,root,"[131, 133]"
rosaries,rosaries,[359]
rosary,rosary,[359]
roshashan*,roshashan,[359]
rotten,rotten,"[140, 125, 127]"
rough*,rough,"[140, 143]"
round*,round,"[140, 141, 143]"
rowing,rowing,[356]
rr*,rr,[464]
rub,rub,"[140, 143]"
rubbed,rubbed,"[140, 143]"
rubbing,rubbing,"[140, 143]"
ruble*,ruble,[358]
rubs,rubs,"[140, 143]"
rude*,rude,"[125, 127, 129]"
rug,rug,[357]
rugby*,rugby,[356]
rugs,rugs,[357]
ruin*,ruin,"[125, 127, 130]"
rum,rum,[356]
rumor*,rumor,[121]
rumour*,rumour,[121]
run,run,"[251, 250]"
runner*,runner,"[251, 250, 356]"
running,running,"[251, 250, 356]"
runs,runs,"[251, 250]"
rupee*,rupee,[358]
rush*,rush,"[251, 250]"
rx,rx,"[146, 148]"
sabbath*,sabbath,[359]
saccharine,saccharine,[140]
sacred,sacred,[359]
sacrific*,sacrific,[359]
sad,sad,"[125, 127, 130]"
sadde*,sadde,"[125, 127, 130]"
sadly,sadly,"[125, 127, 130]"
sadness,sadness,"[125, 127, 130]"
safe*,safe,"[125, 126, 131, 137]"
said,said,"[11, 13, 121, 140, 142]"
saint*,saint,[359]
salad*,salad,"[146, 150]"
salar*,salar,"[354, 358]"
sale,sale,[358]
sales,sales,[358]
saliv*,saliv,"[146, 147, 140]"
salsa,salsa,[356]
salt*,salt,[140]
salvation,salvation,[359]
same,same,"[131, 1, 20]"
sampl*,sampl,[140]
sand,sand,"[140, 143]"
sands,sands,"[140, 143]"
sandwich*,sandwich,"[146, 150]"
sandy,sandy,"[140, 143]"
sang,sang,"[356, 140, 142]"
sarcas*,sarcas,"[125, 127, 129]"
sat,sat,"[11, 13]"
satan*,satan,[359]
satisf*,satisf,"[125, 126]"
saturday*,saturday,"[253, 250]"
savage*,savage,"[125, 127, 129]"
save,save,"[125, 126, 131, 137]"
saving*,saving,[358]
savor*,savor,[140]
savour*,savour,[140]
saw,saw,"[11, 13, 140, 141]"
say*,say,"[121, 140, 142]"
scab*,scab,"[146, 148]"
scalp,scalp,"[146, 147]"
scan,scan,"[140, 141]"
scann*,scann,"[140, 141]"
scans,scans,"[140, 141]"
scare*,scare,"[125, 127, 128]"
scaring,scaring,"[125, 127, 128]"
scary,scary,"[125, 127, 128]"
scent*,scent,[140]
sceptic*,sceptic,"[125, 127, 129]"
schedul*,schedul,"[253, 250]"
schizophren*,schizophren,"[146, 148]"
scholar,scholar,[354]
scholaring,scholaring,[354]
scholarly,scholarly,[354]
scholars,scholars,[354]
scholarship*,scholarship,"[354, 358]"
scholastic*,scholastic,[354]
school*,school,[354]
scien*,scien,[354]
scrabble,scrabble,[356]
scrapbook*,scrapbook,[356]
scrape*,scrape,"[146, 148]"
scratch*,scratch,"[140, 143]"
scream*,scream,"[125, 127, 140, 142]"
screen,screen,"[140, 141]"
screw*,screw,"[125, 127, 129, 146, 149, 22]"
scriptur*,scriptur,[359]
scrumptious*,scrumptious,"[140, 125, 126]"
sculpt*,sculpt,[356]
season*,season,"[253, 250]"
second,second,"[1, 21]"
seconds,seconds,"[253, 250]"
secret,secret,"[121, 131, 132]"
secretar*,secretar,[354]
